_id,Preço da Tabela FIPE,Estimativa de Preço do Site,"Cliente compareceu para a inspeção? (1=Sim, 0=Não)",Preço Oferecido pelo carro,"Cliente Vendeu o carro para a InstaCarro? (1=Sim, 0=Não)"
66b8323b7a9517cab6085b38,25000,21375,1,19718,0
66b8323b7a9517cab6085b3d,25000,21379,1,19215,0
66b8323b7a9517cab6085b49,25000,21385,1,18887,0
66b8323b7a9517cab6085b4a,25000,21385,1,18962,0
66b8323b7a9517cab6085b52,25000,21387,1,19797,0
66b8323b7a9517cab6085b65,25000,21399,1,18722,0
66b8323b7a9517cab6085b6c,25000,21400,1,19220,0
66b8323b7a9517cab6085b6f,25000,21401,1,19657,0
66b8323b7a9517cab6085b70,25000,21402,1,19006,0
66b8323b7a9517cab6085b71,25000,21402,1,20337,0
66b8323b7a9517cab6085b78,25000,21404,1,20587,0
66b8323b7a9517cab6085b7f,25000,21407,1,19902,0
66b8323b7a9517cab6085b84,25000,21409,1,19642,0
66b8323b7a9517cab6085b8e,25000,21412,1,20851,0
66b8323b7a9517cab6085b97,25000,21416,1,20639,1
66b8323b7a9517cab6085b98,25000,21416,1,19203,0
66b8323b7a9517cab6085b99,25000,21417,1,19324,0
66b8323b7a9517cab6085b9f,25000,21419,1,20705,0
66b8323b7a9517cab6085ba5,25000,21420,1,20060,0
66b8323b7a9517cab6085baa,25000,21423,1,20223,0
66b8323b7a9517cab6085bad,25000,21425,1,18927,0
66b8323b7a9517cab6085bae,25000,21425,1,20565,0
66b8323b7a9517cab6085bb1,25000,21426,1,18877,0
66b8323b7a9517cab6085bb8,25000,21428,1,18720,0
66b8323b7a9517cab6085bbd,25000,21430,1,19502,0
66b8323b7a9517cab6085bbf,25000,21431,1,20409,0
66b8323b7a9517cab6085bc0,25000,21431,1,20926,0
66b8323b7a9517cab6085bca,25000,21439,1,20586,0
66b8323b7a9517cab6085bcd,25000,21441,1,20980,1
66b8323b7a9517cab6085bd3,25000,21444,1,20973,0
66b8323b7a9517cab6085bd6,25000,21445,1,19615,0
66b8323b7a9517cab6085bd7,25000,21445,1,20076,0
66b8323b7a9517cab6085bdb,25000,21446,1,18806,0
66b8323b7a9517cab6085bdc,25000,21447,1,18903,0
66b8323b7a9517cab6085be4,25000,21450,1,19857,1
66b8323b7a9517cab6085be8,25000,21451,1,18828,0
66b8323b7a9517cab6085bea,25000,21453,1,20614,1
66b8323b7a9517cab6085bec,25000,21455,1,19263,0
66b8323b7a9517cab6085bee,25000,21458,1,19209,0
66b8323b7a9517cab6085bef,25000,21458,1,20396,0
66b8323b7a9517cab6085bf0,25000,21458,1,20971,0
66b8323b7a9517cab6085bf7,25000,21462,1,19556,0
66b8323b7a9517cab6085bff,25000,21465,1,18913,0
66b8323b7a9517cab6085c00,25000,21465,1,18982,0
66b8323b7a9517cab6085c03,25000,21466,1,20739,0
66b8323b7a9517cab6085c04,25000,21467,1,18835,0
66b8323b7a9517cab6085c0d,25000,21469,1,20235,0
66b8323b7a9517cab6085c16,25000,21472,1,20912,0
66b8323b7a9517cab6085c18,25000,21473,1,20722,0
66b8323b7a9517cab6085c20,25000,21477,1,20083,0
66b8323b7a9517cab6085c21,25000,21477,1,20533,0
66b8323b7a9517cab6085c27,25000,21482,1,19485,0
66b8323b7a9517cab6085c2b,25000,21485,1,20740,0
66b8323b7a9517cab6085c2c,25000,21485,1,20918,0
66b8323b7a9517cab6085c37,25000,21491,1,19983,0
66b8323b7a9517cab6085c46,25000,21496,1,19004,0
66b8323b7a9517cab6085c49,25000,21499,1,19490,0
66b8323b7a9517cab6085c4a,25000,21499,1,20248,0
66b8323b7a9517cab6085c4f,25000,21500,1,18554,0
66b8323b7a9517cab6085c53,25000,21501,1,19725,0
66b8323b7a9517cab6085c54,25000,21501,1,20664,0
66b8323b7a9517cab6085c58,25000,21502,1,18521,0
66b8323b7a9517cab6085c59,25000,21502,1,18813,0
66b8323b7a9517cab6085c5a,25000,21502,1,19800,0
66b8323b7a9517cab6085c5b,25000,21502,1,20823,0
66b8323b7a9517cab6085c60,25000,21503,1,18728,0
66b8323b7a9517cab6085c61,25000,21503,1,19517,0
66b8323b7a9517cab6085c6b,25000,21505,1,19620,0
66b8323b7a9517cab6085c6c,25000,21505,1,19790,0
66b8323b7a9517cab6085c6d,25000,21505,1,19976,0
66b8323b7a9517cab6085c73,25000,21506,1,19973,0
66b8323b7a9517cab6085c74,25000,21506,1,20201,0
66b8323b7a9517cab6085c7a,25000,21508,1,20203,0
66b8323b7a9517cab6085c82,25000,21510,1,19530,0
66b8323b7a9517cab6085c89,25000,21511,1,20631,0
66b8323b7a9517cab6085c90,25000,21513,1,19952,0
66b8323b7a9517cab6085c92,25000,21514,1,19214,0
66b8323b7a9517cab6085c93,25000,21514,1,19801,0
66b8323b7a9517cab6085c94,25000,21514,1,19997,0
66b8323b7a9517cab6085c95,25000,21514,1,20153,0
66b8323b7a9517cab6085c98,25000,21515,1,18998,0
66b8323b7a9517cab6085c99,25000,21515,1,19021,0
66b8323b7a9517cab6085c9a,25000,21515,1,19222,0
66b8323b7a9517cab6085c9d,25000,21516,1,18839,0
66b8323b7a9517cab6085c9e,25000,21516,1,19681,0
66b8323b7a9517cab6085c9f,25000,21516,1,19750,0
66b8323b7a9517cab6085ca3,25000,21517,1,19564,0
66b8323b7a9517cab6085cab,25000,21518,1,19741,0
66b8323b7a9517cab6085cb0,25000,21519,1,19768,1
66b8323b7a9517cab6085cb4,25000,21521,1,20133,0
66b8323b7a9517cab6085cbb,25000,21524,1,19659,0
66b8323b7a9517cab6085cbc,25000,21524,1,19934,0
66b8323b7a9517cab6085cc5,25000,21526,1,19388,0
66b8323b7a9517cab6085cc6,25000,21526,1,19943,0
66b8323b7a9517cab6085cc7,25000,21526,1,20357,0
66b8323b7a9517cab6085cc9,25000,21527,1,20012,0
66b8323b7a9517cab6085ccd,25000,21528,1,18721,0
66b8323b7a9517cab6085cce,25000,21528,1,19723,0
66b8323b7a9517cab6085cd3,25000,21529,1,20391,0
66b8323b7a9517cab6085cd4,25000,21529,1,20842,0
66b8323b7a9517cab6085cd8,25000,21530,1,20141,0
66b8323b7a9517cab6085ce3,25000,21532,1,20926,0
66b8323b7a9517cab6085cf5,25000,21536,1,18627,0
66b8323b7a9517cab6085cf9,25000,21537,1,19176,0
66b8323b7a9517cab6085d0f,25000,21541,1,20732,0
66b8323b7a9517cab6085d16,25000,21542,1,18569,0
66b8323b7a9517cab6085d17,25000,21542,1,20034,0
66b8323b7a9517cab6085d21,25000,21546,1,20727,0
66b8323b7a9517cab6085d23,25000,21547,1,19315,0
66b8323b7a9517cab6085d24,25000,21547,1,19333,0
66b8323b7a9517cab6085d27,25000,21548,1,19679,0
66b8323b7a9517cab6085d28,25000,21548,1,20606,0
66b8323b7a9517cab6085d2f,25000,21549,1,20823,1
66b8323b7a9517cab6085d30,25000,21549,1,19285,0
66b8323b7a9517cab6085d40,25000,21552,1,20139,0
66b8323b7a9517cab6085d45,25000,21553,1,18549,0
66b8323b7a9517cab6085d4a,25000,21556,1,20053,0
66b8323b7a9517cab6085d4d,25000,21557,1,20919,0
66b8323b7a9517cab6085d51,25000,21558,1,20485,0
66b8323b7a9517cab6085d59,25000,21560,1,20217,0
66b8323b7a9517cab6085d5a,25000,21560,1,20378,0
66b8323b7a9517cab6085d5c,25000,21561,1,20427,0
66b8323b7a9517cab6085d61,25000,21562,1,19256,0
66b8323b7a9517cab6085d65,25000,21563,1,20950,0
66b8323b7a9517cab6085d78,25000,21567,1,18512,0
66b8323b7a9517cab6085d79,25000,21567,1,18674,0
66b8323b7a9517cab6085d81,25000,21570,1,19644,0
66b8323b7a9517cab6085d82,25000,21570,1,19864,0
66b8323b7a9517cab6085d86,25000,21571,1,19068,0
66b8323b7a9517cab6085d87,25000,21572,1,18646,0
66b8323b7a9517cab6085d88,25000,21572,1,20674,0
66b8323b7a9517cab6085d8a,25000,21573,1,19015,0
66b8323b7a9517cab6085d8e,25000,21574,1,18874,0
66b8323b7a9517cab6085d8f,25000,21574,1,19749,0
66b8323b7a9517cab6085d90,25000,21574,1,20138,0
66b8323b7a9517cab6085d92,25000,21575,1,19278,0
66b8323b7a9517cab6085d93,25000,21575,1,19785,0
66b8323b7a9517cab6085d94,25000,21575,1,19835,0
66b8323b7a9517cab6085d95,25000,21575,1,20382,0
66b8323b7a9517cab6085d9d,25000,21576,1,19219,0
66b8323b7a9517cab6085d9e,25000,21576,1,20515,0
66b8323b7a9517cab6085da3,25000,21578,1,19340,1
66b8323b7a9517cab6085da4,25000,21578,1,19717,0
66b8323b7a9517cab6085da5,25000,21578,1,20540,0
66b8323b7a9517cab6085da7,25000,21579,1,19700,1
66b8323b7a9517cab6085da8,25000,21579,1,18761,0
66b8323b7a9517cab6085dae,25000,21580,1,19458,1
66b8323b7a9517cab6085daf,25000,21580,1,18706,0
66b8323b7a9517cab6085db4,25000,21581,1,20556,0
66b8323b7a9517cab6085db9,25000,21582,1,18876,0
66b8323b7a9517cab6085dba,25000,21582,1,18885,0
66b8323b7a9517cab6085dbb,25000,21582,1,19749,0
66b8323b7a9517cab6085dbc,25000,21582,1,20888,0
66b8323b7a9517cab6085dc4,25000,21583,1,20318,0
66b8323b7a9517cab6085dc7,25000,21584,1,18978,0
66b8323b7a9517cab6085dc9,25000,21586,1,18917,0
66b8323b7a9517cab6085dcd,25000,21587,1,18601,0
66b8323b7a9517cab6085dd2,25000,21588,1,18605,0
66b8323b7a9517cab6085dd3,25000,21588,1,19679,0
66b8323b7a9517cab6085dd4,25000,21588,1,19785,0
66b8323b7a9517cab6085dd5,25000,21588,1,20467,0
66b8323b7a9517cab6085dd6,25000,21588,1,20627,0
66b8323b7a9517cab6085dd9,25000,21589,1,19710,1
66b8323b7a9517cab6085dda,25000,21589,1,19140,0
66b8323b7a9517cab6085de2,25000,21590,1,19447,0
66b8323b7a9517cab6085de3,25000,21590,1,20670,0
66b8323b7a9517cab6085deb,25000,21592,1,20368,0
66b8323b7a9517cab6085dee,25000,21593,1,19835,0
66b8323b7a9517cab6085def,25000,21593,1,20574,0
66b8323b7a9517cab6085df5,25000,21595,1,20958,0
66b8323b7a9517cab6085df9,25000,21596,1,20534,0
66b8323b7a9517cab6085dfc,25000,21597,1,20681,0
66b8323b7a9517cab6085e01,25000,21598,1,20265,0
66b8323b7a9517cab6085e02,25000,21598,1,20347,0
66b8323b7a9517cab6085e0a,25000,21599,1,19902,0
66b8323b7a9517cab6085e0d,25000,21600,1,19327,1
66b8323b7a9517cab6085e1d,25000,21602,1,18515,0
66b8323b7a9517cab6085e1e,25000,21602,1,18865,0
66b8323b7a9517cab6085e1f,25000,21602,1,20317,0
66b8323b7a9517cab6085e21,25000,21603,1,20692,0
66b8323b7a9517cab6085e26,25000,21604,1,20659,0
66b8323b7a9517cab6085e27,25000,21604,1,20837,0
66b8323b7a9517cab6085e2c,25000,21605,1,20787,0
66b8323b7a9517cab6085e32,25000,21607,1,19440,0
66b8323b7a9517cab6085e33,25000,21607,1,20362,0
66b8323b7a9517cab6085e37,25000,21608,1,20490,0
66b8323b7a9517cab6085e3c,25000,21609,1,18615,0
66b8323b7a9517cab6085e42,25000,21610,1,18949,0
66b8323b7a9517cab6085e43,25000,21610,1,19784,0
66b8323b7a9517cab6085e49,25000,21611,1,19477,0
66b8323b7a9517cab6085e4b,25000,21612,1,18740,0
66b8323b7a9517cab6085e4c,25000,21612,1,19546,0
66b8323b7a9517cab6085e4d,25000,21612,1,19640,0
66b8323b7a9517cab6085e51,25000,21613,1,20230,0
66b8323b7a9517cab6085e56,25000,21614,1,19955,0
66b8323b7a9517cab6085e57,25000,21614,1,20007,0
66b8323b7a9517cab6085e5a,25000,21615,1,19350,0
66b8323b7a9517cab6085e5b,25000,21615,1,19516,0
66b8323b7a9517cab6085e5c,25000,21615,1,19538,0
66b8323b7a9517cab6085e5d,25000,21615,1,20719,0
66b8323b7a9517cab6085e61,25000,21616,1,19442,0
66b8323b7a9517cab6085e65,25000,21617,1,19104,0
66b8323b7a9517cab6085e66,25000,21617,1,19316,0
66b8323b7a9517cab6085e67,25000,21617,1,19404,0
66b8323b7a9517cab6085e68,25000,21617,1,20222,0
66b8323b7a9517cab6085e69,25000,21617,1,20736,0
66b8323b7a9517cab6085e71,25000,21618,1,19400,0
66b8323b7a9517cab6085e72,25000,21618,1,20531,0
66b8323b7a9517cab6085e75,25000,21619,1,19169,0
66b8323b7a9517cab6085e79,25000,21620,1,19231,0
66b8323b7a9517cab6085e7d,25000,21621,1,20733,1
66b8323b7a9517cab6085e80,25000,21622,1,18534,0
66b8323b7a9517cab6085e83,25000,21623,1,19936,0
66b8323b7a9517cab6085e89,25000,21624,1,20370,0
66b8323b7a9517cab6085e8f,25000,21625,1,19385,0
66b8323b7a9517cab6085e94,25000,21626,1,18603,0
66b8323b7a9517cab6085e95,25000,21626,1,18637,0
66b8323b7a9517cab6085e96,25000,21626,1,20728,0
66b8323b7a9517cab6085e9a,25000,21627,1,19899,0
66b8323b7a9517cab6085e9c,25000,21628,1,20354,0
66b8323b7a9517cab6085ea5,25000,21630,1,18861,0
66b8323b7a9517cab6085ea6,25000,21630,1,19822,0
66b8323b7a9517cab6085ea8,25000,21631,1,20227,0
66b8323b7a9517cab6085ea9,25000,21631,1,20939,0
66b8323b7a9517cab6085eac,25000,21632,1,20332,0
66b8323b7a9517cab6085eb2,25000,21634,1,20288,0
66b8323b7a9517cab6085eb7,25000,21636,1,20561,0
66b8323b7a9517cab6085ebb,25000,21637,1,18576,0
66b8323b7a9517cab6085ebc,25000,21637,1,19904,0
66b8323b7a9517cab6085ec3,25000,21638,1,19580,0
66b8323b7a9517cab6085ec5,25000,21639,1,19960,1
66b8323b7a9517cab6085ec6,25000,21639,1,20364,0
66b8323b7a9517cab6085ec8,25000,21640,1,18655,0
66b8323b7a9517cab6085ec9,25000,21640,1,19042,0
66b8323b7a9517cab6085ecf,25000,21643,1,19837,0
66b8323b7a9517cab6085ed0,25000,21643,1,20202,0
66b8323b7a9517cab6085ed6,25000,21645,1,19545,0
66b8323b7a9517cab6085ed7,25000,21645,1,19726,0
66b8323b7a9517cab6085edb,25000,21647,1,18671,0
66b8323b7a9517cab6085edc,25000,21647,1,20846,0
66b8323b7a9517cab6085ee0,25000,21648,1,19899,0
66b8323b7a9517cab6085ee1,25000,21648,1,20994,0
66b8323b7a9517cab6085ef1,25000,21652,1,19504,0
66b8323b7a9517cab6085ef2,25000,21652,1,20054,0
66b8323b7a9517cab6085ef3,25000,21652,1,20629,0
66b8323b7a9517cab6085ef7,25000,21653,1,19945,0
66b8323b7a9517cab6085ef9,25000,21654,1,18873,1
66b8323b7a9517cab6085efa,25000,21654,1,18934,0
66b8323b7a9517cab6085efc,25000,21655,1,19427,0
66b8323b7a9517cab6085efd,25000,21655,1,20236,0
66b8323b7a9517cab6085f06,25000,21657,1,19132,0
66b8323b7a9517cab6085f0c,25000,21658,1,20265,0
66b8323b7a9517cab6085f13,25000,21659,1,18995,0
66b8323b7a9517cab6085f14,25000,21659,1,19783,0
66b8323b7a9517cab6085f17,25000,21660,1,20435,0
66b8323b7a9517cab6085f20,25000,21662,1,19606,0
66b8323b7a9517cab6085f21,25000,21662,1,20821,0
66b8323b7a9517cab6085f2d,25000,21664,1,19680,0
66b8323b7a9517cab6085f36,25000,21667,1,19112,0
66b8323b7a9517cab6085f37,25000,21667,1,19179,0
66b8323b7a9517cab6085f38,25000,21667,1,20982,0
66b8323b7a9517cab6085f3e,25000,21668,1,20974,0
66b8323b7a9517cab6085f44,25000,21669,1,19372,0
66b8323b7a9517cab6085f45,25000,21669,1,19609,0
66b8323b7a9517cab6085f53,25000,21673,1,20990,0
66b8323b7a9517cab6085f58,25000,21674,1,19190,0
66b8323b7a9517cab6085f5d,25000,21675,1,18753,0
66b8323b7a9517cab6085f5e,25000,21675,1,18829,0
66b8323b7a9517cab6085f5f,25000,21675,1,19851,0
66b8323b7a9517cab6085f60,25000,21675,1,20517,0
66b8323b7a9517cab6085f61,25000,21675,1,20544,0
66b8323b7a9517cab6085f69,25000,21677,1,20151,1
66b8323b7a9517cab6085f6a,25000,21677,1,19684,0
66b8323b7a9517cab6085f6e,25000,21678,1,18796,0
66b8323b7a9517cab6085f6f,25000,21678,1,19476,0
66b8323b7a9517cab6085f72,25000,21679,1,19962,1
66b8323b7a9517cab6085f73,25000,21679,1,18708,0
66b8323b7a9517cab6085f7a,25000,21680,1,19443,0
66b8323b7a9517cab6085f7b,25000,21680,1,20108,0
66b8323b7a9517cab6085f7d,25000,21681,1,20297,1
66b8323b7a9517cab6085f7e,25000,21681,1,20732,0
66b8323b7a9517cab6085f7f,25000,21681,1,20793,0
66b8323b7a9517cab6085f83,25000,21682,1,19295,0
66b8323b7a9517cab6085f84,25000,21682,1,20535,0
66b8323b7a9517cab6085f89,25000,21684,1,19341,1
66b8323b7a9517cab6085f8a,25000,21684,1,20629,0
66b8323b7a9517cab6085f8b,25000,21684,1,20810,0
66b8323b7a9517cab6085f8d,25000,21685,1,20122,1
66b8323b7a9517cab6085f8f,25000,21686,1,20747,0
66b8323b7a9517cab6085f99,25000,21688,1,20058,0
66b8323b7a9517cab6085f9a,25000,21688,1,20711,0
66b8323b7a9517cab6085f9f,25000,21689,1,20553,0
66b8323b7a9517cab6085fa6,25000,21691,1,20876,0
66b8323b7a9517cab6085fad,25000,21692,1,20771,1
66b8323b7a9517cab6085fb5,25000,21694,1,18745,0
66b8323b7a9517cab6085fb8,25000,21695,1,19128,0
66b8323b7a9517cab6085fb9,25000,21695,1,19918,0
66b8323b7a9517cab6085fbd,25000,21696,1,20009,0
66b8323b7a9517cab6085fc0,25000,21697,1,20518,0
66b8323b7a9517cab6085fc6,25000,21699,1,19970,0
66b8323b7a9517cab6085fc9,25000,21700,1,18686,0
66b8323b7a9517cab6085fca,25000,21700,1,19579,0
66b8323b7a9517cab6085fcb,25000,21700,1,19804,0
66b8323c7a9517cab6085fcf,25000,21701,1,18628,0
66b8323c7a9517cab6085fd0,25000,21701,1,18992,0
66b8323c7a9517cab6085fd9,25000,21703,1,19632,0
66b8323c7a9517cab6085fda,25000,21703,1,20041,0
66b8323c7a9517cab6085fde,25000,21704,1,20902,0
66b8323c7a9517cab6085fdf,25000,21704,1,20912,0
66b8323c7a9517cab6085fe5,25000,21705,1,18734,0
66b8323c7a9517cab6085fe6,25000,21705,1,20942,0
66b8323c7a9517cab6085fef,25000,21707,1,19399,0
66b8323c7a9517cab6085ff0,25000,21707,1,20359,0
66b8323c7a9517cab6085ff1,25000,21707,1,20533,0
66b8323c7a9517cab6085ff6,25000,21708,1,19656,0
66b8323c7a9517cab6085ff7,25000,21708,1,20945,0
66b8323c7a9517cab6085ffa,25000,21709,1,19164,0
66b8323c7a9517cab6085ffb,25000,21709,1,19996,0
66b8323c7a9517cab6086006,25000,21711,1,19929,1
66b8323c7a9517cab6086007,25000,21711,1,18646,0
66b8323c7a9517cab608600a,25000,21712,1,18972,0
66b8323c7a9517cab608600f,25000,21714,1,19879,0
66b8323c7a9517cab6086010,25000,21714,1,20214,0
66b8323c7a9517cab6086020,25000,21719,1,18963,0
66b8323c7a9517cab6086021,25000,21719,1,19354,0
66b8323c7a9517cab6086036,25000,21723,1,18740,0
66b8323c7a9517cab6086037,25000,21723,1,19818,0
66b8323c7a9517cab6086038,25000,21723,1,20196,0
66b8323c7a9517cab6086039,25000,21723,1,20604,0
66b8323c7a9517cab608603a,25000,21723,1,20758,0
66b8323c7a9517cab608603b,25000,21723,1,20793,0
66b8323c7a9517cab608604d,25000,21726,1,18980,0
66b8323c7a9517cab6086053,25000,21727,1,18889,0
66b8323c7a9517cab6086055,25000,21728,1,19909,0
66b8323c7a9517cab608605c,25000,21729,1,19023,0
66b8323c7a9517cab6086063,25000,21730,1,18996,0
66b8323c7a9517cab6086064,25000,21730,1,19238,0
66b8323c7a9517cab6086069,25000,21731,1,19499,0
66b8323c7a9517cab608606a,25000,21731,1,20698,0
66b8323c7a9517cab6086070,25000,21732,1,18674,0
66b8323c7a9517cab6086073,25000,21733,1,19024,0
66b8323c7a9517cab6086074,25000,21733,1,19595,0
66b8323c7a9517cab6086075,25000,21733,1,19785,0
66b8323c7a9517cab6086082,25000,21736,1,19742,0
66b8323c7a9517cab6086089,25000,21737,1,18573,0
66b8323c7a9517cab608608a,25000,21737,1,20352,0
66b8323c7a9517cab6086097,25000,21740,1,19251,0
66b8323c7a9517cab6086098,25000,21740,1,19367,0
66b8323c7a9517cab6086099,25000,21740,1,19676,0
66b8323c7a9517cab608609e,25000,21741,1,19052,0
66b8323c7a9517cab608609f,25000,21741,1,19290,0
66b8323c7a9517cab60860a3,25000,21742,1,20135,0
66b8323c7a9517cab60860a4,25000,21742,1,20344,0
66b8323c7a9517cab60860aa,25000,21743,1,18523,0
66b8323c7a9517cab60860ab,25000,21743,1,20405,0
66b8323c7a9517cab60860b6,25000,21747,1,20019,0
66b8323c7a9517cab60860b7,25000,21747,1,20388,0
66b8323c7a9517cab60860b8,25000,21747,1,20946,0
66b8323c7a9517cab60860c7,25000,21757,1,18712,0
66b8323c7a9517cab60860c8,25000,21757,1,18752,0
66b8323c7a9517cab60860cb,25000,21758,1,19383,0
66b8323c7a9517cab60860cc,25000,21758,1,19467,0
66b8323c7a9517cab60860cd,25000,21758,1,19659,0
66b8323c7a9517cab60860d9,25000,21765,1,19575,0
66b8323c7a9517cab60860de,25000,21766,1,20976,1
66b8323c7a9517cab60860e2,25000,21768,1,20843,0
66b8323c7a9517cab60860e9,25000,21770,1,18620,0
66b8323c7a9517cab60860ea,25000,21770,1,20195,0
66b8323c7a9517cab60860ec,25000,21771,1,19485,0
66b8323c7a9517cab60860ed,25000,21771,1,20980,0
66b8323c7a9517cab60860f2,25000,21773,1,18930,0
66b8323c7a9517cab60860f5,25000,21774,1,18524,0
66b8323c7a9517cab60860fc,25000,21777,1,19155,0
66b8323c7a9517cab60860fe,25000,21778,1,19839,1
66b8323c7a9517cab60860ff,25000,21778,1,20526,0
66b8323c7a9517cab608610f,25000,21782,1,18905,0
66b8323c7a9517cab6086111,25000,21783,1,20803,0
66b8323c7a9517cab6086115,25000,21785,1,20044,0
66b8323c7a9517cab608611e,25000,21789,1,19417,0
66b8323c7a9517cab608611f,25000,21789,1,20093,0
66b8323c7a9517cab6086125,25000,21792,1,20580,0
66b8323c7a9517cab6086126,25000,21793,1,18590,0
66b8323c7a9517cab6086128,25000,21794,1,18738,0
66b8323c7a9517cab6086129,25000,21795,1,19791,0
66b8323c7a9517cab608612a,25000,21796,1,19502,0
66b8323c7a9517cab608612b,25000,21796,1,20145,0
66b8323c7a9517cab6086136,25000,21800,1,18556,0
66b8323c7a9517cab6086137,25000,21800,1,18627,0
66b8323c7a9517cab6086149,25000,21806,1,19007,0
66b8323c7a9517cab608614a,25000,21806,1,20671,0
66b8323c7a9517cab6086151,25000,21809,1,18501,0
66b8323c7a9517cab6086154,25000,21810,1,20352,0
66b8323c7a9517cab6086156,25000,21812,1,18729,0
66b8323c7a9517cab6086159,25000,21813,1,18853,0
66b8323c7a9517cab608615a,25000,21813,1,19308,0
66b8323c7a9517cab608615c,25000,21815,1,18695,0
66b8323c7a9517cab608615e,25000,21816,1,19429,0
66b8323c7a9517cab608616a,25000,21821,1,19900,0
66b8323c7a9517cab608616d,25000,21822,1,20037,0
66b8323c7a9517cab6086175,25000,21828,1,18800,0
66b8323c7a9517cab6086176,25000,21828,1,19202,0
66b8323c7a9517cab6086182,25000,21833,1,20105,0
66b8323c7a9517cab6086187,25000,21835,1,20812,0
66b8323c7a9517cab608618d,25000,21838,1,18990,0
66b8323c7a9517cab608618f,25000,21839,1,19083,0
66b8323c7a9517cab6086190,25000,21839,1,19881,0
66b8323c7a9517cab6086192,25000,21840,1,20396,0
66b8323c7a9517cab6086194,25000,21841,1,18908,0
66b8323c7a9517cab6086195,25000,21841,1,20814,0
66b8323c7a9517cab6086196,25000,21842,1,18986,0
66b8323c7a9517cab6086198,25000,21843,1,20620,0
66b8323c7a9517cab6086199,25000,21843,1,20793,0
66b8323c7a9517cab608619d,25000,21844,1,19772,0
66b8323c7a9517cab608619e,25000,21844,1,20673,0
66b8323c7a9517cab60861a0,25000,21845,1,19770,0
66b8323c7a9517cab60861aa,25000,21850,1,18568,1
66b8323c7a9517cab60861ab,25000,21851,1,18723,0
66b8323c7a9517cab60861b1,25000,21853,1,18750,0
66b8323c7a9517cab60861b8,25000,21857,1,20183,0
66b8323c7a9517cab60861c0,25000,21860,1,20235,0
66b8323c7a9517cab60861c3,25000,21861,1,18575,0
66b8323c7a9517cab60861c6,25000,21862,1,20614,0
66b8323c7a9517cab60861ca,25000,21864,1,18926,0
66b8323c7a9517cab60861d4,25000,21868,1,20615,0
66b8323c7a9517cab60861d8,25000,21870,1,19465,0
66b8323c7a9517cab60861d9,25000,21870,1,19662,0
66b8323c7a9517cab60861da,25000,21870,1,20962,0
66b8323c7a9517cab60861e4,25000,21877,1,20953,0
66b8323c7a9517cab60861e7,25000,21878,1,19193,0
66b8323c7a9517cab60861ec,25000,21879,1,19179,0
66b8323c7a9517cab60861f4,25000,21881,1,18906,0
66b8323c7a9517cab60861f7,25000,21882,1,18846,0
66b8323c7a9517cab60861f8,25000,21882,1,19042,0
66b8323c7a9517cab60861f9,25000,21882,1,19946,0
66b8323c7a9517cab60861fa,25000,21883,1,19378,0
66b8323c7a9517cab6086200,25000,21884,1,18845,1
66b8323c7a9517cab6086204,25000,21886,1,19817,0
66b8323c7a9517cab6086205,25000,21886,1,20166,0
66b8323c7a9517cab6086208,25000,21887,1,20220,1
66b8323c7a9517cab608620c,25000,21888,1,20861,0
66b8323c7a9517cab6086217,25000,21893,1,19037,0
66b8323c7a9517cab6086219,25000,21895,1,20699,0
66b8323c7a9517cab608621d,25000,21897,1,18588,0
66b8323c7a9517cab6086221,25000,21899,1,18818,0
66b8323c7a9517cab6086223,25000,21901,1,18970,0
66b8323c7a9517cab6086224,25000,21901,1,19089,0
66b8323c7a9517cab6086225,25000,21901,1,19416,0
66b8323c7a9517cab6086226,25000,21901,1,20086,0
66b8323c7a9517cab6086227,25000,21901,1,20455,0
66b8323c7a9517cab608622d,25000,21904,1,20895,0
66b8323c7a9517cab6086233,25000,21905,1,20585,0
66b8323c7a9517cab6086234,25000,21906,1,20767,0
66b8323c7a9517cab6086235,25000,21906,1,20783,0
66b8323c7a9517cab6086237,25000,21907,1,19987,0
66b8323c7a9517cab6086248,25000,21912,1,20513,0
66b8323c7a9517cab6086252,25000,21916,1,19706,0
66b8323c7a9517cab6086259,25000,21919,1,18880,0
66b8323c7a9517cab6086261,25000,21921,1,20937,0
66b8323c7a9517cab6086267,25000,21922,1,19245,0
66b8323c7a9517cab608626e,25000,21924,1,18879,0
66b8323c7a9517cab608626f,25000,21924,1,20040,0
66b8323c7a9517cab6086271,25000,21925,1,18692,0
66b8323c7a9517cab6086272,25000,21925,1,19266,0
66b8323c7a9517cab6086273,25000,21926,1,18929,0
66b8323c7a9517cab6086274,25000,21926,1,19283,0
66b8323c7a9517cab6086275,25000,21926,1,19850,0
66b8323c7a9517cab608627c,25000,21928,1,20596,0
66b8323c7a9517cab608627f,25000,21929,1,18610,0
66b8323c7a9517cab6086281,25000,21930,1,19439,0
66b8323c7a9517cab6086283,25000,21931,1,20719,0
66b8323c7a9517cab6086288,25000,21933,1,20259,0
66b8323c7a9517cab6086295,25000,21937,1,19551,0
66b8323c7a9517cab608629e,25000,21942,1,20067,0
66b8323c7a9517cab608629f,25000,21942,1,20716,0
66b8323c7a9517cab60862a9,25000,21946,1,18517,0
66b8323c7a9517cab60862aa,25000,21946,1,19565,0
66b8323c7a9517cab60862ab,25000,21946,1,20422,0
