_id,Preço da Tabela FIPE,Estimativa de Preço do Site,"Cliente compareceu para a inspeção? (1=Sim, 0=Não)","Cliente Vendeu o carro para a InstaCarro? (1=Sim, 0=Não)"
66b832227a9517cab608134c,25000,20785,0,0
66b832227a9517cab608134d,25000,20785,0,0
66b832227a9517cab608134f,25000,20786,0,0
66b832227a9517cab6081350,25000,20786,0,0
66b832227a9517cab6081352,25000,20787,0,0
66b832227a9517cab6081353,25000,20787,0,0
66b832227a9517cab6081354,25000,20788,0,0
66b832227a9517cab6081355,25000,20788,0,0
66b832227a9517cab6081356,25000,20788,0,0
66b832227a9517cab6081357,25000,20788,0,0
66b832227a9517cab6081358,25000,20788,0,0
66b832227a9517cab6081359,25000,20788,0,0
66b832227a9517cab608135a,25000,20788,0,0
66b832227a9517cab608135b,25000,20788,0,0
66b832227a9517cab608135d,25000,20789,0,0
66b832227a9517cab608135e,25000,20789,0,0
66b832227a9517cab6081363,25000,20790,0,0
66b832227a9517cab6081364,25000,20790,0,0
66b832227a9517cab6081365,25000,20790,0,0
66b832227a9517cab6081366,25000,20790,0,0
66b832227a9517cab608136a,25000,20792,0,0
66b832227a9517cab608136b,25000,20792,0,0
66b832227a9517cab608136c,25000,20792,0,0
66b832227a9517cab608136d,25000,20792,0,0
66b832227a9517cab608136e,25000,20792,0,0
66b832227a9517cab608136f,25000,20792,0,0
66b832227a9517cab6081371,25000,20793,0,0
66b832227a9517cab6081372,25000,20793,0,0
66b832227a9517cab6081373,25000,20793,0,0
66b832227a9517cab6081374,25000,20794,0,0
66b832227a9517cab6081375,25000,20794,0,0
66b832227a9517cab6081376,25000,20794,0,0
66b832227a9517cab6081377,25000,20794,0,0
66b832227a9517cab6081378,25000,20794,0,0
66b832227a9517cab6081379,25000,20794,0,0
66b832227a9517cab608137c,25000,20795,0,0
66b832227a9517cab608137d,25000,20795,0,0
66b832227a9517cab608137e,25000,20795,0,0
66b832227a9517cab608137f,25000,20795,0,0
66b832227a9517cab6081380,25000,20796,0,0
66b832227a9517cab6081382,25000,20797,0,0
66b832227a9517cab6081383,25000,20797,0,0
66b832227a9517cab6081384,25000,20798,0,0
66b832227a9517cab6081385,25000,20798,0,0
66b832227a9517cab6081386,25000,20798,0,0
66b832227a9517cab6081387,25000,20798,0,0
66b832227a9517cab6081388,25000,20798,0,0
66b832227a9517cab6081389,25000,20798,0,0
66b832227a9517cab608138a,25000,20798,0,0
66b832227a9517cab608138b,25000,20798,0,0
66b832227a9517cab608138c,25000,20799,0,0
66b832227a9517cab608138d,25000,20799,0,0
66b832227a9517cab608138e,25000,20799,0,0
66b832227a9517cab608138f,25000,20799,0,0
66b832227a9517cab6081390,25000,20799,0,0
66b832227a9517cab6081391,25000,20799,0,0
66b832227a9517cab6081392,25000,20799,0,0
66b832227a9517cab6081393,25000,20799,0,0
66b832227a9517cab6081394,25000,20799,0,0
66b832227a9517cab6081396,25000,20800,0,0
66b832227a9517cab6081397,25000,20800,0,0
66b832227a9517cab6081398,25000,20800,0,0
66b832227a9517cab6081399,25000,20800,0,0
66b832227a9517cab608139d,25000,20801,0,0
66b832227a9517cab608139e,25000,20801,0,0
66b832227a9517cab608139f,25000,20801,0,0
66b832227a9517cab60813a0,25000,20801,0,0
66b832227a9517cab60813a1,25000,20801,0,0
66b832227a9517cab60813a2,25000,20801,0,0
66b832227a9517cab60813a3,25000,20801,0,0
66b832227a9517cab60813a4,25000,20802,0,0
66b832227a9517cab60813a5,25000,20802,0,0
66b832227a9517cab60813a6,25000,20802,0,0
66b832227a9517cab60813a7,25000,20802,0,0
66b832227a9517cab60813a8,25000,20802,0,0
66b832227a9517cab60813a9,25000,20802,0,0
66b832227a9517cab60813ac,25000,20803,0,0
66b832227a9517cab60813ad,25000,20803,0,0
66b832227a9517cab60813ae,25000,20803,0,0
66b832227a9517cab60813af,25000,20803,0,0
66b832227a9517cab60813b0,25000,20803,0,0
66b832227a9517cab60813b4,25000,20804,0,0
66b832227a9517cab60813b5,25000,20804,0,0
66b832227a9517cab60813b6,25000,20804,0,0
66b832227a9517cab60813b7,25000,20804,0,0
66b832227a9517cab60813ba,25000,20805,0,0
66b832227a9517cab60813bb,25000,20805,0,0
66b832227a9517cab60813bc,25000,20805,0,0
66b832227a9517cab60813bd,25000,20805,0,0
66b832227a9517cab60813c0,25000,20806,0,0
66b832227a9517cab60813c1,25000,20806,0,0
66b832227a9517cab60813c2,25000,20806,0,0
66b832227a9517cab60813c3,25000,20807,0,0
66b832227a9517cab60813c4,25000,20807,0,0
66b832227a9517cab60813c5,25000,20807,0,0
66b832227a9517cab60813c6,25000,20807,0,0
66b832227a9517cab60813c9,25000,20808,0,0
66b832227a9517cab60813ca,25000,20808,0,0
66b832227a9517cab60813cc,25000,20809,0,0
66b832227a9517cab60813cd,25000,20809,0,0
66b832227a9517cab60813ce,25000,20810,0,0
66b832227a9517cab60813cf,25000,20810,0,0
66b832227a9517cab60813d0,25000,20810,0,0
66b832227a9517cab60813d1,25000,20810,0,0
66b832227a9517cab60813d2,25000,20810,0,0
66b832227a9517cab60813d3,25000,20811,0,0
66b832227a9517cab60813d4,25000,20811,0,0
66b832227a9517cab60813d5,25000,20811,0,0
66b832227a9517cab60813d6,25000,20811,0,0
66b832227a9517cab60813d7,25000,20811,0,0
66b832227a9517cab60813d9,25000,20812,0,0
66b832227a9517cab60813da,25000,20812,0,0
66b832227a9517cab60813db,25000,20812,0,0
66b832227a9517cab60813dc,25000,20812,0,0
66b832227a9517cab60813de,25000,20813,0,0
66b832227a9517cab60813df,25000,20813,0,0
66b832227a9517cab60813e2,25000,20814,0,0
66b832227a9517cab60813e3,25000,20814,0,0
66b832227a9517cab60813e4,25000,20814,0,0
66b832227a9517cab60813e5,25000,20814,0,0
66b832227a9517cab60813e6,25000,20814,0,0
66b832227a9517cab60813e9,25000,20815,0,0
66b832227a9517cab60813ea,25000,20815,0,0
66b832227a9517cab60813eb,25000,20815,0,0
66b832227a9517cab60813ec,25000,20815,0,0
66b832227a9517cab60813ed,25000,20815,0,0
66b832227a9517cab60813f0,25000,20816,0,0
66b832227a9517cab60813f1,25000,20816,0,0
66b832227a9517cab60813f2,25000,20816,0,0
66b832227a9517cab60813f3,25000,20816,0,0
66b832227a9517cab60813f4,25000,20816,0,0
66b832227a9517cab60813f5,25000,20816,0,0
66b832227a9517cab60813f9,25000,20817,0,0
66b832227a9517cab60813fa,25000,20817,0,0
66b832227a9517cab60813fb,25000,20817,0,0
66b832227a9517cab60813fc,25000,20817,0,0
66b832227a9517cab60813fe,25000,20818,0,0
66b832227a9517cab60813ff,25000,20818,0,0
66b832227a9517cab6081400,25000,20818,0,0
66b832227a9517cab6081403,25000,20819,0,0
66b832227a9517cab6081404,25000,20819,0,0
66b832227a9517cab6081405,25000,20819,0,0
66b832227a9517cab6081406,25000,20819,0,0
66b832227a9517cab6081408,25000,20820,0,0
66b832227a9517cab6081409,25000,20820,0,0
66b832227a9517cab608140a,25000,20820,0,0
66b832227a9517cab608140b,25000,20820,0,0
66b832227a9517cab608140c,25000,20820,0,0
66b832227a9517cab608140d,25000,20820,0,0
66b832227a9517cab608140e,25000,20820,0,0
66b832227a9517cab608140f,25000,20821,0,0
66b832227a9517cab6081410,25000,20821,0,0
66b832227a9517cab6081411,25000,20821,0,0
66b832227a9517cab6081414,25000,20822,0,0
66b832227a9517cab6081419,25000,20823,0,0
66b832227a9517cab608141a,25000,20823,0,0
66b832227a9517cab608141c,25000,20824,0,0
66b832227a9517cab608141d,25000,20824,0,0
66b832227a9517cab608141e,25000,20824,0,0
66b832227a9517cab6081420,25000,20825,0,0
66b832227a9517cab6081422,25000,20826,0,0
66b832227a9517cab6081423,25000,20826,0,0
66b832227a9517cab6081424,25000,20826,0,0
66b832227a9517cab6081426,25000,20827,0,0
66b832227a9517cab6081427,25000,20827,0,0
66b832227a9517cab6081428,25000,20827,0,0
66b832227a9517cab6081429,25000,20827,0,0
66b832227a9517cab608142a,25000,20827,0,0
66b832227a9517cab608142e,25000,20829,0,0
66b832227a9517cab608142f,25000,20829,0,0
66b832227a9517cab6081430,25000,20829,0,0
66b832227a9517cab6081431,25000,20829,0,0
66b832227a9517cab6081432,25000,20829,0,0
66b832227a9517cab6081433,25000,20830,0,0
66b832227a9517cab6081434,25000,20830,0,0
66b832227a9517cab6081435,25000,20830,0,0
66b832227a9517cab6081437,25000,20831,0,0
66b832227a9517cab6081438,25000,20831,0,0
66b832227a9517cab6081439,25000,20831,0,0
66b832227a9517cab608143b,25000,20832,0,0
66b832227a9517cab608143c,25000,20833,0,0
66b832227a9517cab608143d,25000,20833,0,0
66b832227a9517cab608143e,25000,20833,0,0
66b832227a9517cab608143f,25000,20833,0,0
66b832227a9517cab6081440,25000,20833,0,0
66b832227a9517cab6081443,25000,20835,0,0
66b832227a9517cab6081444,25000,20835,0,0
66b832227a9517cab6081445,25000,20835,0,0
66b832227a9517cab6081446,25000,20835,0,0
66b832227a9517cab6081447,25000,20835,0,0
66b832227a9517cab6081449,25000,20836,0,0
66b832227a9517cab608144a,25000,20836,0,0
66b832227a9517cab608144b,25000,20837,0,0
66b832227a9517cab608144c,25000,20837,0,0
66b832227a9517cab608144d,25000,20837,0,0
66b832227a9517cab6081451,25000,20838,0,0
66b832227a9517cab6081452,25000,20838,0,0
66b832227a9517cab6081455,25000,20839,0,0
66b832227a9517cab6081456,25000,20839,0,0
66b832227a9517cab6081457,25000,20840,0,0
66b832227a9517cab6081458,25000,20840,0,0
66b832227a9517cab6081459,25000,20840,0,0
66b832227a9517cab608145a,25000,20840,0,0
66b832227a9517cab608145b,25000,20840,0,0
66b832227a9517cab608145c,25000,20840,0,0
66b832227a9517cab608145d,25000,20840,0,0
66b832227a9517cab608145e,25000,20840,0,0
66b832227a9517cab6081462,25000,20841,0,0
66b832227a9517cab6081463,25000,20841,0,0
66b832227a9517cab6081464,25000,20841,0,0
66b832227a9517cab6081465,25000,20842,0,0
66b832227a9517cab6081466,25000,20842,0,0
66b832227a9517cab6081467,25000,20842,0,0
66b832227a9517cab6081468,25000,20843,0,0
66b832227a9517cab6081469,25000,20843,0,0
66b832227a9517cab608146a,25000,20843,0,0
66b832227a9517cab608146b,25000,20843,0,0
66b832227a9517cab608146c,25000,20843,0,0
66b832227a9517cab6081470,25000,20844,0,0
66b832227a9517cab6081471,25000,20844,0,0
66b832227a9517cab6081472,25000,20844,0,0
66b832227a9517cab6081473,25000,20844,0,0
66b832227a9517cab6081474,25000,20844,0,0
66b832227a9517cab6081475,25000,20845,0,0
66b832227a9517cab6081476,25000,20845,0,0
66b832227a9517cab6081477,25000,20845,0,0
66b832227a9517cab6081478,25000,20845,0,0
66b832227a9517cab6081479,25000,20846,0,0
66b832227a9517cab608147a,25000,20846,0,0
66b832227a9517cab608147b,25000,20846,0,0
66b832227a9517cab608147c,25000,20846,0,0
66b832227a9517cab608147d,25000,20846,0,0
66b832227a9517cab608147e,25000,20847,0,0
66b832227a9517cab608147f,25000,20847,0,0
66b832227a9517cab6081480,25000,20847,0,0
66b832227a9517cab6081481,25000,20847,0,0
66b832227a9517cab6081482,25000,20847,0,0
66b832227a9517cab6081483,25000,20847,0,0
66b832227a9517cab6081484,25000,20847,0,0
66b832227a9517cab6081485,25000,20847,0,0
66b832227a9517cab6081486,25000,20848,0,0
66b832227a9517cab6081487,25000,20848,0,0
66b832227a9517cab6081488,25000,20848,0,0
66b832227a9517cab6081489,25000,20848,0,0
66b832227a9517cab608148c,25000,20849,0,0
66b832227a9517cab608148d,25000,20849,0,0
66b832227a9517cab608148e,25000,20849,0,0
66b832227a9517cab608148f,25000,20849,0,0
66b832227a9517cab6081490,25000,20849,0,0
66b832227a9517cab6081491,25000,20849,0,0
66b832227a9517cab6081492,25000,20849,0,0
66b832227a9517cab6081494,25000,20850,0,0
66b832227a9517cab6081495,25000,20850,0,0
66b832227a9517cab6081496,25000,20850,0,0
66b832227a9517cab6081497,25000,20850,0,0
66b832227a9517cab608149a,25000,20851,0,0
66b832227a9517cab608149b,25000,20851,0,0
66b832227a9517cab608149c,25000,20851,0,0
66b832227a9517cab608149f,25000,20852,0,0
66b832227a9517cab60814a0,25000,20852,0,0
66b832227a9517cab60814a1,25000,20852,0,0
66b832227a9517cab60814a4,25000,20854,0,0
66b832227a9517cab60814a5,25000,20854,0,0
66b832227a9517cab60814a6,25000,20854,0,0
66b832227a9517cab60814a7,25000,20854,0,0
66b832227a9517cab60814a8,25000,20854,0,0
66b832227a9517cab60814a9,25000,20855,0,0
66b832227a9517cab60814aa,25000,20855,0,0
66b832227a9517cab60814ab,25000,20855,0,0
66b832227a9517cab60814ac,25000,20855,0,0
66b832227a9517cab60814ad,25000,20856,0,0
66b832227a9517cab60814ae,25000,20856,0,0
66b832227a9517cab60814af,25000,20856,0,0
66b832227a9517cab60814b0,25000,20856,0,0
66b832227a9517cab60814b1,25000,20856,0,0
66b832227a9517cab60814b2,25000,20856,0,0
66b832227a9517cab60814b4,25000,20857,0,0
66b832227a9517cab60814b5,25000,20857,0,0
66b832227a9517cab60814b6,25000,20858,0,0
66b832227a9517cab60814b7,25000,20858,0,0
66b832227a9517cab60814b8,25000,20858,0,0
66b832227a9517cab60814b9,25000,20858,0,0
66b832227a9517cab60814ba,25000,20858,0,0
66b832227a9517cab60814bb,25000,20858,0,0
66b832227a9517cab60814bc,25000,20858,0,0
66b832227a9517cab60814be,25000,20859,0,0
66b832227a9517cab60814bf,25000,20859,0,0
66b832227a9517cab60814c0,25000,20859,0,0
66b832227a9517cab60814c1,25000,20860,0,0
66b832227a9517cab60814c2,25000,20860,0,0
66b832227a9517cab60814c3,25000,20860,0,0
66b832227a9517cab60814c4,25000,20860,0,0
66b832227a9517cab60814c5,25000,20860,0,0
66b832227a9517cab60814c7,25000,20861,0,0
66b832227a9517cab60814c8,25000,20861,0,0
66b832227a9517cab60814c9,25000,20861,0,0
66b832227a9517cab60814cb,25000,20862,0,0
66b832227a9517cab60814cc,25000,20862,0,0
66b832227a9517cab60814cd,25000,20862,0,0
66b832227a9517cab60814ce,25000,20862,0,0
66b832227a9517cab60814cf,25000,20862,0,0
66b832227a9517cab60814d0,25000,20862,0,0
66b832227a9517cab60814d1,25000,20863,0,0
66b832227a9517cab60814d2,25000,20863,0,0
66b832227a9517cab60814d3,25000,20863,0,0
66b832227a9517cab60814d6,25000,20864,0,0
66b832227a9517cab60814d7,25000,20865,0,0
66b832227a9517cab60814d8,25000,20865,0,0
66b832227a9517cab60814d9,25000,20865,0,0
66b832227a9517cab60814da,25000,20865,0,0
66b832227a9517cab60814db,25000,20865,0,0
66b832227a9517cab60814dc,25000,20865,0,0
66b832227a9517cab60814dd,25000,20865,0,0
66b832227a9517cab60814de,25000,20865,0,0
66b832227a9517cab60814df,25000,20866,0,0
66b832227a9517cab60814e0,25000,20866,0,0
66b832227a9517cab60814e1,25000,20866,0,0
66b832227a9517cab60814e2,25000,20866,0,0
66b832227a9517cab60814e3,25000,20866,0,0
66b832227a9517cab60814e4,25000,20866,0,0
66b832227a9517cab60814e6,25000,20867,0,0
66b832227a9517cab60814e7,25000,20867,0,0
66b832227a9517cab60814e8,25000,20867,0,0
66b832227a9517cab60814e9,25000,20867,0,0
66b832227a9517cab60814ea,25000,20867,0,0
66b832227a9517cab60814eb,25000,20867,0,0
66b832227a9517cab60814ed,25000,20868,0,0
66b832227a9517cab60814ee,25000,20868,0,0
66b832227a9517cab60814ef,25000,20868,0,0
66b832227a9517cab60814f0,25000,20869,0,0
66b832227a9517cab60814f1,25000,20869,0,0
66b832227a9517cab60814f2,25000,20869,0,0
66b832227a9517cab60814f3,25000,20869,0,0
66b832227a9517cab60814f6,25000,20870,0,0
66b832227a9517cab60814f7,25000,20870,0,0
66b832227a9517cab60814f8,25000,20870,0,0
66b832227a9517cab60814f9,25000,20870,0,0
66b832227a9517cab60814fa,25000,20870,0,0
66b832227a9517cab60814fb,25000,20871,0,0
66b832227a9517cab60814fc,25000,20871,0,0
66b832227a9517cab60814fd,25000,20871,0,0
66b832227a9517cab60814ff,25000,20872,0,0
66b832227a9517cab6081500,25000,20873,0,0
66b832227a9517cab6081501,25000,20873,0,0
66b832227a9517cab6081502,25000,20873,0,0
66b832227a9517cab6081503,25000,20873,0,0
66b832227a9517cab6081504,25000,20873,0,0
66b832227a9517cab6081505,25000,20873,0,0
66b832227a9517cab6081507,25000,20874,0,0
66b832227a9517cab608150b,25000,20875,0,0
66b832227a9517cab608150c,25000,20875,0,0
66b832227a9517cab608150d,25000,20875,0,0
66b832227a9517cab608150e,25000,20875,0,0
66b832227a9517cab608150f,25000,20875,0,0
66b832227a9517cab6081510,25000,20875,0,0
66b832227a9517cab6081511,25000,20875,0,0
66b832227a9517cab6081513,25000,20876,0,0
66b832227a9517cab6081514,25000,20876,0,0
66b832227a9517cab6081515,25000,20876,0,0
66b832227a9517cab6081516,25000,20876,0,0
66b832227a9517cab6081517,25000,20876,0,0
66b832227a9517cab6081518,25000,20876,0,0
66b832227a9517cab608151b,25000,20877,0,0
66b832227a9517cab608151c,25000,20877,0,0
66b832227a9517cab608151d,25000,20877,0,0
66b832227a9517cab608151f,25000,20878,0,0
66b832227a9517cab6081520,25000,20879,0,0
66b832227a9517cab6081521,25000,20879,0,0
66b832227a9517cab6081522,25000,20879,0,0
66b832227a9517cab6081524,25000,20880,0,0
66b832227a9517cab6081525,25000,20881,0,0
66b832227a9517cab6081526,25000,20881,0,0
66b832227a9517cab6081527,25000,20881,0,0
66b832227a9517cab6081528,25000,20881,0,0
66b832227a9517cab6081529,25000,20881,0,0
66b832227a9517cab608152c,25000,20882,0,0
66b832227a9517cab608152d,25000,20882,0,0
66b832227a9517cab608152e,25000,20882,0,0
66b832227a9517cab608152f,25000,20882,0,0
66b832227a9517cab6081530,25000,20882,0,0
66b832227a9517cab6081532,25000,20883,0,0
66b832227a9517cab6081533,25000,20883,0,0
66b832227a9517cab6081534,25000,20883,0,0
66b832227a9517cab6081535,25000,20884,0,0
66b832227a9517cab6081536,25000,20884,0,0
66b832227a9517cab6081537,25000,20884,0,0
66b832227a9517cab608153a,25000,20885,0,0
66b832227a9517cab608153b,25000,20885,0,0
66b832227a9517cab608153c,25000,20885,0,0
66b832227a9517cab608153d,25000,20885,0,0
66b832227a9517cab608153f,25000,20886,0,0
66b832227a9517cab6081540,25000,20886,0,0
66b832227a9517cab6081542,25000,20887,0,0
66b832227a9517cab6081544,25000,20888,0,0
66b832227a9517cab6081546,25000,20889,0,0
66b832227a9517cab6081547,25000,20889,0,0
66b832227a9517cab6081548,25000,20889,0,0
66b832227a9517cab6081549,25000,20889,0,0
66b832227a9517cab608154a,25000,20889,0,0
66b832227a9517cab608154b,25000,20889,0,0
66b832227a9517cab608154c,25000,20889,0,0
66b832227a9517cab608154e,25000,20890,0,0
66b832227a9517cab608154f,25000,20890,0,0
66b832227a9517cab6081552,25000,20891,0,0
66b832227a9517cab6081553,25000,20891,0,0
66b832227a9517cab6081554,25000,20891,0,0
66b832227a9517cab6081555,25000,20891,0,0
66b832227a9517cab6081556,25000,20892,0,0
66b832227a9517cab6081557,25000,20892,0,0
66b832227a9517cab6081558,25000,20892,0,0
66b832227a9517cab6081559,25000,20893,0,0
66b832227a9517cab608155a,25000,20894,0,0
66b832227a9517cab608155b,25000,20894,0,0
66b832227a9517cab608155d,25000,20895,0,0
66b832227a9517cab608155e,25000,20895,0,0
66b832227a9517cab608155f,25000,20895,0,0
66b832227a9517cab6081560,25000,20895,0,0
66b832227a9517cab6081561,25000,20896,0,0
66b832227a9517cab6081562,25000,20896,0,0
66b832227a9517cab6081563,25000,20896,0,0
66b832227a9517cab6081564,25000,20896,0,0
66b832227a9517cab6081566,25000,20897,0,0
66b832227a9517cab6081567,25000,20897,0,0
66b832227a9517cab6081568,25000,20897,0,0
66b832227a9517cab608156a,25000,20898,0,0
66b832227a9517cab608156b,25000,20898,0,0
66b832227a9517cab608156c,25000,20898,0,0
66b832227a9517cab608156d,25000,20898,0,0
66b832227a9517cab608156e,25000,20899,0,0
66b832227a9517cab608156f,25000,20899,0,0
66b832227a9517cab6081570,25000,20899,0,0
66b832227a9517cab6081571,25000,20899,0,0
66b832227a9517cab6081572,25000,20899,0,0
66b832227a9517cab6081576,25000,20900,0,0
66b832227a9517cab6081577,25000,20900,0,0
66b832227a9517cab6081578,25000,20900,0,0
66b832227a9517cab6081579,25000,20900,0,0
66b832227a9517cab608157a,25000,20900,0,0
66b832227a9517cab608157c,25000,20901,0,0
66b832227a9517cab608157d,25000,20901,0,0
66b832227a9517cab608157e,25000,20901,0,0
66b832227a9517cab608157f,25000,20901,0,0
66b832227a9517cab6081583,25000,20902,0,0
66b832227a9517cab6081584,25000,20902,0,0
66b832227a9517cab6081585,25000,20902,0,0
66b832227a9517cab6081586,25000,20902,0,0
66b832227a9517cab6081587,25000,20902,0,0
66b832227a9517cab6081589,25000,20903,0,0
66b832227a9517cab608158a,25000,20903,0,0
66b832227a9517cab608158b,25000,20903,0,0
66b832227a9517cab608158c,25000,20904,0,0
66b832227a9517cab608158d,25000,20904,0,0
66b832227a9517cab608158e,25000,20904,0,0
66b832227a9517cab608158f,25000,20904,0,0
66b832227a9517cab6081592,25000,20905,0,0
66b832227a9517cab6081593,25000,20905,0,0
66b832227a9517cab6081594,25000,20905,0,0
66b832227a9517cab6081595,25000,20905,0,0
66b832227a9517cab6081598,25000,20906,0,0
66b832227a9517cab6081599,25000,20906,0,0
66b832227a9517cab608159a,25000,20906,0,0
66b832227a9517cab608159b,25000,20906,0,0
66b832227a9517cab608159c,25000,20906,0,0
66b832227a9517cab608159d,25000,20906,0,0
66b832227a9517cab60815a0,25000,20907,0,0
66b832227a9517cab60815a1,25000,20907,0,0
66b832227a9517cab60815a2,25000,20907,0,0
66b832227a9517cab60815a3,25000,20907,0,0
66b832227a9517cab60815a4,25000,20907,0,0
66b832227a9517cab60815a5,25000,20907,0,0
66b832227a9517cab60815a6,25000,20907,0,0
66b832227a9517cab60815a7,25000,20907,0,0
66b832227a9517cab60815a9,25000,20908,0,0
66b832227a9517cab60815aa,25000,20908,0,0
66b832227a9517cab60815ab,25000,20908,0,0
66b832227a9517cab60815ac,25000,20908,0,0
66b832227a9517cab60815ad,25000,20908,0,0
66b832227a9517cab60815ae,25000,20909,0,0
66b832227a9517cab60815b0,25000,20910,0,0
66b832227a9517cab60815b1,25000,20910,0,0
66b832227a9517cab60815b2,25000,20910,0,0
66b832227a9517cab60815b3,25000,20910,0,0
66b832227a9517cab60815b4,25000,20910,0,0
66b832227a9517cab60815b6,25000,20911,0,0
66b832227a9517cab60815b7,25000,20911,0,0
66b832227a9517cab60815b8,25000,20911,0,0
66b832227a9517cab60815b9,25000,20911,0,0
66b832227a9517cab60815ba,25000,20911,0,0
66b832227a9517cab60815bb,25000,20911,0,0
66b832227a9517cab60815bc,25000,20911,0,0
66b832227a9517cab60815be,25000,20912,0,0
66b832227a9517cab60815bf,25000,20912,0,0
66b832227a9517cab60815c0,25000,20912,0,0
66b832227a9517cab60815c1,25000,20912,0,0
66b832227a9517cab60815c6,25000,20913,0,0
66b832227a9517cab60815c7,25000,20913,0,0
66b832227a9517cab60815ca,25000,20914,0,0
66b832227a9517cab60815cb,25000,20914,0,0
66b832227a9517cab60815cc,25000,20914,0,0
66b832227a9517cab60815cd,25000,20914,0,0
66b832227a9517cab60815cf,25000,20915,0,0
66b832227a9517cab60815d0,25000,20915,0,0
66b832227a9517cab60815d1,25000,20915,0,0
66b832227a9517cab60815d3,25000,20916,0,0
66b832227a9517cab60815d4,25000,20916,0,0
66b832227a9517cab60815d5,25000,20916,0,0
66b832227a9517cab60815d6,25000,20916,0,0
66b832227a9517cab60815d9,25000,20917,0,0
66b832227a9517cab60815da,25000,20917,0,0
66b832227a9517cab60815db,25000,20917,0,0
66b832227a9517cab60815dd,25000,20918,0,0
66b832227a9517cab60815de,25000,20918,0,0
66b832227a9517cab60815e3,25000,20919,0,0
66b832227a9517cab60815e4,25000,20919,0,0
66b832227a9517cab60815e5,25000,20920,0,0
66b832227a9517cab60815e6,25000,20920,0,0
66b832227a9517cab60815e7,25000,20920,0,0
66b832227a9517cab60815ea,25000,20921,0,0
66b832227a9517cab60815eb,25000,20921,0,0
66b832227a9517cab60815ee,25000,20922,0,0
66b832227a9517cab60815ef,25000,20922,0,0
66b832227a9517cab60815f1,25000,20923,0,0
66b832227a9517cab60815f2,25000,20923,0,0
66b832227a9517cab60815f3,25000,20923,0,0
66b832227a9517cab60815f4,25000,20923,0,0
66b832227a9517cab60815f5,25000,20923,0,0
66b832227a9517cab60815f8,25000,20924,0,0
66b832227a9517cab60815f9,25000,20924,0,0
66b832227a9517cab60815fa,25000,20924,0,0
66b832227a9517cab60815fb,25000,20924,0,0
66b832227a9517cab60815fe,25000,20925,0,0
66b832227a9517cab60815ff,25000,20925,0,0
66b832227a9517cab6081600,25000,20925,0,0
66b832227a9517cab6081601,25000,20925,0,0
66b832227a9517cab6081604,25000,20926,0,0
66b832227a9517cab6081605,25000,20926,0,0
66b832227a9517cab6081606,25000,20926,0,0
66b832227a9517cab6081607,25000,20926,0,0
66b832227a9517cab6081608,25000,20926,0,0
66b832227a9517cab6081609,25000,20926,0,0
66b832227a9517cab608160b,25000,20927,0,0
66b832227a9517cab608160c,25000,20927,0,0
66b832227a9517cab608160d,25000,20927,0,0
66b832227a9517cab608160e,25000,20927,0,0
66b832227a9517cab608160f,25000,20927,0,0
66b832227a9517cab6081611,25000,20928,0,0
66b832227a9517cab6081612,25000,20928,0,0
66b832227a9517cab6081613,25000,20928,0,0
66b832227a9517cab6081614,25000,20928,0,0
66b832227a9517cab6081616,25000,20929,0,0
66b832227a9517cab6081617,25000,20929,0,0
66b832227a9517cab6081618,25000,20929,0,0
66b832227a9517cab6081619,25000,20929,0,0
66b832227a9517cab608161a,25000,20929,0,0
66b832227a9517cab608161d,25000,20930,0,0
66b832227a9517cab608161e,25000,20930,0,0
66b832227a9517cab608161f,25000,20930,0,0
66b832227a9517cab6081620,25000,20930,0,0
66b832227a9517cab6081621,25000,20930,0,0
66b832227a9517cab6081622,25000,20931,0,0
66b832227a9517cab6081623,25000,20931,0,0
66b832227a9517cab6081628,25000,20932,0,0
66b832227a9517cab6081629,25000,20932,0,0
66b832227a9517cab608162a,25000,20932,0,0
66b832227a9517cab608162b,25000,20932,0,0
66b832227a9517cab608162c,25000,20932,0,0
66b832227a9517cab608162f,25000,20933,0,0
66b832227a9517cab6081630,25000,20933,0,0
66b832227a9517cab6081631,25000,20933,0,0
66b832227a9517cab6081634,25000,20934,0,0
66b832227a9517cab6081637,25000,20935,0,0
66b832227a9517cab6081638,25000,20935,0,0
66b832227a9517cab6081639,25000,20935,0,0
66b832227a9517cab608163b,25000,20936,0,0
66b832227a9517cab608163c,25000,20936,0,0
66b832227a9517cab608163d,25000,20936,0,0
66b832227a9517cab608163f,25000,20937,0,0
66b832227a9517cab6081640,25000,20937,0,0
66b832227a9517cab6081641,25000,20937,0,0
66b832227a9517cab6081642,25000,20937,0,0
66b832227a9517cab6081645,25000,20938,0,0
66b832227a9517cab6081646,25000,20938,0,0
66b832227a9517cab6081647,25000,20939,0,0
66b832227a9517cab6081648,25000,20939,0,0
66b832227a9517cab6081649,25000,20939,0,0
66b832227a9517cab608164b,25000,20940,0,0
66b832227a9517cab608164c,25000,20940,0,0
66b832227a9517cab608164d,25000,20940,0,0
66b832227a9517cab608164e,25000,20940,0,0
66b832227a9517cab608164f,25000,20941,0,0
66b832227a9517cab6081650,25000,20941,0,0
66b832227a9517cab6081651,25000,20941,0,0
66b832227a9517cab6081652,25000,20941,0,0
66b832227a9517cab6081653,25000,20941,0,0
66b832227a9517cab6081654,25000,20941,0,0
